Rank,Title,Release_Year,Domestic Box Office,International Box Office,Total Box Office
364,A Few Good Men,1992,"$141,340,178","$95,159,822","$236,500,000"
365,Slumdog Millionaire,2008,"$141,319,928","$243,199,737","$384,519,665"
366,Rush Hour,1998,"$141,186,864","$104,113,136","$245,300,000"
367,The Blair Witch Project,1999,"$140,539,099","$107,760,901","$248,300,000"
368,The Rocky Horror Picture Show,1975,"$140,510,017","$46,644","$140,556,661"
369,Deep Impact,1998,"$140,464,664","$209,000,000","$349,464,664"
370,Rush Hour 3,2007,"$140,125,968","$116,459,914","$256,585,882"
371,Look Who's Talking,1989,"$140,088,813","$157,011,187","$297,100,000"
372,Stuart Little,1999,"$140,015,224","$158,800,000","$298,815,224"
373,Taken 2,2012,"$139,854,287","$237,953,117","$377,807,404"
374,Sister Act,1992,"$139,605,150","$91,994,850","$231,600,000"
375,Saturday Night Fever,1977,"$139,486,124","$142,913,876","$282,400,000"
376,The Matrix Revolutions,2003,"$139,270,910","$288,029,350","$427,300,260"
377,The Santa Clause 2,2002,"$139,225,854","$33,600,000","$172,825,854"
378,The King’s Speech,2010,"$138,797,449","$292,023,719","$430,821,168"
379,Cheaper by the Dozen,2003,"$138,614,544","$51,597,569","$190,212,113"
380,Bad Boys II,2003,"$138,540,870","$134,731,112","$273,271,982"
381,21 Jump Street,2012,"$138,447,667","$64,364,762","$202,812,429"
382,Good Will Hunting,1997,"$138,433,435","$87,500,000","$225,933,435"
383,Split,2017,"$138,141,585","$138,700,000","$276,841,585"
384,Platoon,1986,"$137,963,328",$0,"$137,963,328"
385,Disney's A Christmas Carol,2009,"$137,855,863","$177,853,834","$315,709,697"
386,Dinosaur,2000,"$137,748,063","$218,400,000","$356,148,063"
387,The Conjuring,2013,"$137,400,141","$180,600,000","$318,000,141"
388,Click,2006,"$137,355,633","$100,329,456","$237,685,089"
389,The Green Mile,1999,"$136,801,374","$153,900,000","$290,701,374"
390,Ransom,1996,"$136,492,681","$172,207,319","$308,700,000"
391,Godzilla,1998,"$136,314,294","$239,685,706","$376,000,000"
392,101 Dalmatians,1996,"$136,189,294","$168,010,706","$304,200,000"
393,Argo,2012,"$136,025,503","$91,115,254","$227,140,757"
394,Anger Management,2003,"$135,560,942","$60,100,000","$195,660,942"
395,Chicken Little,2005,"$135,386,665","$174,657,158","$310,043,823"
396,Teenage Mutant Ninja Turtles,1990,"$135,265,915","$66,734,085","$202,000,000"
397,Patch Adams,1998,"$135,014,968","$67,158,032","$202,173,000"
398,The Godfather,1972,"$134,966,411","$133,533,589","$268,500,000"
399,The Incredible Hulk,2008,"$134,806,913","$128,611,000","$263,417,913"
400,Live Free or Die Hard,2007,"$134,529,403","$247,758,744","$382,288,147"
401,Wanted,2008,"$134,508,551","$207,907,909","$342,416,460"
402,Identity Thief,2013,"$134,506,920","$40,854,658","$175,361,578"
403,Superman,1978,"$134,218,018","$165,981,982","$300,200,000"
404,Ride Along,2014,"$134,202,565","$19,531,235","$153,733,800"
405,The Rock,1996,"$134,069,511","$202,000,000","$336,069,511"
406,Grown Ups 2,2013,"$133,668,525","$113,355,283","$247,023,808"
407,Mission: Impossible III,2006,"$133,501,348","$264,000,000","$397,501,348"
408,Angels & Demons,2009,"$133,375,846","$357,500,000","$490,875,846"
409,Troy,2004,"$133,298,577","$350,862,688","$484,161,265"
410,Alvin and the Chipmunks: Chipwrecked,2011,"$133,107,389","$215,981,134","$349,088,523"
411,Bringing Down the House,2003,"$132,675,402","$32,000,000","$164,675,402"
412,The Wolverine,2013,"$132,556,852","$283,900,000","$416,456,852"
413,The Departed,2006,"$132,384,315","$157,276,304","$289,660,619"
414,Hulk,2003,"$132,177,234","$113,052,000","$245,229,234"
415,Silver Linings Playbook,2012,"$132,092,958","$104,319,495","$236,412,453"
416,Minority Report,2002,"$132,024,714","$226,800,000","$358,824,714"
417,Fantastic Four: Rise of the Silver Surfer,2007,"$131,921,738","$156,293,581","$288,215,319"
418,The Last Airbender,2010,"$131,772,187","$187,941,694","$319,713,881"
419,Rio 2,2014,"$131,538,435","$362,200,000","$493,738,435"
420,Lara Croft: Tomb Raider,2001,"$131,144,183","$142,186,002","$273,330,185"
421,The Silence of the Lambs,1991,"$130,726,716","$145,000,000","$275,726,716"
422,"Honey, I Shrunk the Kids",1989,"$130,724,172","$91,975,828","$222,700,000"
423,The Flintstones,1994,"$130,531,208","$227,968,792","$358,500,000"
424,Lethal Weapon 4,1998,"$130,444,603","$154,955,397","$285,400,000"
425,Get Smart,2008,"$130,319,208","$96,420,208","$226,739,416"
426,The Divergent Series: Insurgent,2015,"$130,179,072","$165,100,000","$295,279,072"
427,The Peanuts Movie,2015,"$130,178,411","$120,295,627","$250,474,038"
428,American Gangster,2007,"$130,164,645","$137,820,811","$267,985,456"
429,American Beauty,1999,"$130,058,047","$226,200,000","$356,258,047"
430,An Officer and a Gentleman,1982,"$129,795,554",$0,"$129,795,554"
431,The Ring,2002,"$129,094,024","$119,124,462","$248,218,486"
432,The Nutty Professor,1996,"$128,814,019","$145,000,000","$273,814,019"
433,Borat,2006,"$128,505,958","$132,937,284","$261,443,242"
434,Ghostbusters,2016,"$128,350,574","$100,683,476","$229,034,050"
435,Kingsman: The Secret Service,2015,"$128,261,724","$276,300,000","$404,561,724"
436,Robots,2005,"$128,200,012","$132,500,000","$260,700,012"
437,Coming to America,1988,"$128,152,301","$160,647,699","$288,800,000"
438,"Crouching Tiger, Hidden Dragon",2000,"$128,067,808","$85,446,864","$213,514,672"
439,Shutter Island,2010,"$128,012,934","$171,448,848","$299,461,782"
440,Into the Woods,2014,"$128,002,372","$75,500,000","$203,502,372"
441,Transformers: The Last Knight,2017,"$127,963,943","$420,116,685","$548,080,628"
442,Rocky IV,1985,"$127,873,716","$172,500,000","$300,373,716"
443,Enchanted,2007,"$127,706,877","$212,677,264","$340,384,141"
444,The Curious Case of Benjamin Button,2008,"$127,509,326","$202,300,000","$329,809,326"
445,Central Intelligence,2016,"$127,440,871","$89,755,940","$217,196,811"
446,Anchorman 2: The Legend Continues,2013,"$127,352,707","$44,833,047","$172,185,754"
447,Sweet Home Alabama,2002,"$127,214,072","$55,151,042","$182,365,114"
448,Dumb & Dumber,1994,"$127,175,374","$119,224,626","$246,400,000"
449,2 Fast 2 Furious,2003,"$127,120,058","$109,290,549","$236,410,607"
450,Super 8,2011,"$127,004,179","$130,968,566","$257,972,745"
451,The World is Not Enough,1999,"$126,930,660","$234,800,000","$361,730,660"
452,My Best Friend's Wedding,1997,"$126,813,153","$172,110,266","$298,923,419"
453,Smokey and the Bandit,1977,"$126,737,428",$0,"$126,737,428"
454,Sleepless in Seattle,1993,"$126,680,884","$101,218,442","$227,899,326"
455,The Legend of Tarzan,2016,"$126,643,061","$222,500,000","$349,143,061"
456,Bee Movie,2007,"$126,631,277","$160,963,300","$287,594,577"
457,Lucy,2014,"$126,573,960","$330,933,816","$457,507,776"
458,Prometheus,2012,"$126,477,084","$275,971,181","$402,448,265"
459,Mr. Deeds,2002,"$126,293,452","$44,976,083","$171,269,535"
460,Safe House,2012,"$126,181,630","$82,360,532","$208,542,162"
461,The Dream is Alive,1985,"$125,900,000",$0,"$125,900,000"
462,The Truman Show,1998,"$125,618,201","$138,500,000","$264,118,201"
463,Erin Brockovich,2000,"$125,548,685","$132,256,558","$257,805,243"
464,Ocean's Twelve,2004,"$125,531,634","$237,457,442","$362,989,076"
465,Terminator Salvation,2009,"$125,322,469","$240,169,323","$365,491,792"
466,Charlie's Angels,2000,"$125,305,545","$134,430,545","$259,736,090"
467,Tomorrow Never Dies,1997,"$125,304,276","$214,200,000","$339,504,276"
468,Lone Survivor,2014,"$125,095,601","$24,709,031","$149,804,632"
469,Sully,2016,"$125,070,033","$113,482,049","$238,552,082"
470,Rocky III,1982,"$125,049,125",$0,"$125,049,125"
471,The Vow,2012,"$125,014,030","$72,604,130","$197,618,160"
472,Life of Pi,2012,"$124,987,022","$483,000,000","$607,987,022"
473,The Fault in Our Stars,2014,"$124,872,350","$182,294,484","$307,166,834"
474,Cloudy with a Chance of Meatballs,2009,"$124,870,275","$111,957,402","$236,827,677"
475,The Devil Wears Prada,2006,"$124,740,460","$201,332,695","$326,073,155"
476,Something's Gotta Give,2003,"$124,685,242","$142,000,000","$266,685,242"
477,Traffic,2000,"$124,107,476","$84,192,524","$208,300,000"
478,The Birdcage,1996,"$124,060,553","$57,700,000","$181,760,553"
479,City Slickers,1991,"$124,033,791",$0,"$124,033,791"
480,Good Morning Vietnam,1987,"$123,922,370",$0,"$123,922,370"
481,Nutty Professor II: The Klumps,2000,"$123,307,945","$43,000,000","$166,307,945"
482,Rango,2011,"$123,257,581","$122,246,993","$245,504,574"
483,The Good Dinosaur,2015,"$123,087,120","$211,255,572","$334,342,692"
484,G.I. Joe: Retaliation,2013,"$122,523,060","$253,217,645","$375,740,705"
485,Clear and Present Danger,1994,"$122,012,656","$85,487,344","$207,500,000"
486,The Bodyguard,1992,"$121,945,720","$288,954,280","$410,900,000"
487,Wayne's World,1992,"$121,697,323","$61,400,000","$183,097,323"
488,The Bourne Identity,2002,"$121,468,960","$92,888,411","$214,357,371"
489,Superbad,2007,"$121,463,226","$48,491,916","$169,955,142"
490,Speed,1994,"$121,248,145","$161,951,855","$283,200,000"
491,50 First Dates,2004,"$120,776,832","$75,543,858","$196,320,690"
492,Inglourious Basterds,2009,"$120,774,594","$196,140,670","$316,915,264"
493,The Hunt for Red October,1990,"$120,709,866","$79,790,134","$200,500,000"
494,Mulan,1998,"$120,620,254","$182,879,746","$303,500,000"
495,Seabiscuit,2003,"$120,277,854","$28,437,488","$148,715,342"
496,Van Helsing,2004,"$120,150,546","$180,000,000","$300,150,546"
497,Four Christmases,2008,"$120,146,040","$48,165,518","$168,311,558"
498,The Mask,1994,"$119,920,129","$231,700,000","$351,620,129"
499,Cloudy with a Chance of Meatballs 2,2013,"$119,793,567","$154,599,082","$274,392,649"
500,I Now Pronounce You Chuck and Larry,2007,"$119,725,280","$65,983,182","$185,708,462"
501,Hook,1991,"$119,654,823","$181,200,000","$300,854,823"
502,Walk the Line,2005,"$119,519,402","$68,188,093","$187,707,495"
503,Blazing Saddles,1974,"$119,500,000",$0,"$119,500,000"
504,G-Force,2009,"$119,436,770","$173,381,071","$292,817,841"
505,Total Recall,1990,"$119,394,839","$142,005,161","$261,400,000"
506,On Golden Pond,1981,"$119,285,432",$0,"$119,285,432"
507,The Other Guys,2010,"$119,219,978","$51,716,492","$170,936,470"
508,Fahrenheit 9/11,2004,"$119,114,517","$102,034,442","$221,148,959"
509,Hairspray,2007,"$118,871,849","$84,163,723","$203,035,572"
510,The Break-Up,2006,"$118,703,275","$87,024,032","$205,727,307"
511,Lemony Snicket's A Series of Unfortunate Events,2004,"$118,627,117","$94,328,907","$212,956,024"
512,Blades of Glory,2007,"$118,594,548","$27,000,000","$145,594,548"
513,The Sum of All Fears,2002,"$118,471,320","$75,028,680","$193,500,000"
514,Back to the Future Part II,1989,"$118,450,002","$213,549,998","$332,000,000"
515,Salt,2010,"$118,311,368","$172,339,126","$290,650,494"
516,Basic Instinct,1992,"$117,727,224","$234,972,776","$352,700,000"
517,Now You See Me,2013,"$117,723,989","$234,000,000","$351,723,989"
518,Big Momma's House,2000,"$117,559,438","$56,000,000","$173,559,438"
519,Horrible Bosses,2011,"$117,538,559","$94,879,042","$212,417,601"
520,Die Hard 2,1990,"$117,323,878","$122,490,147","$239,814,025"
521,Rocky,1976,"$117,235,147","$107,764,853","$225,000,000"
522,Jackass 3D,2010,"$117,229,692","$54,456,101","$171,685,793"
523,Ocean's Thirteen,2007,"$117,144,465","$194,600,000","$311,744,465"
524,The Wolf of Wall Street,2013,"$116,900,694","$275,076,029","$391,976,723"
525,S.W.A.T.,2003,"$116,877,597","$90,277,151","$207,154,748"
526,Double Jeopardy,1999,"$116,735,231","$61,100,000","$177,835,231"
527,8 Mile,2002,"$116,724,075","$129,044,309","$245,768,384"
528,Lee Daniels' The Butler,2013,"$116,632,095","$60,393,403","$177,025,498"
529,Green Lantern,2011,"$116,601,172","$102,934,320","$219,535,492"
530,Notting Hill,1999,"$116,089,678","$247,638,548","$363,728,226"
531,Towering Inferno,1974,"$116,000,000","$23,700,000","$139,700,000"
532,You've Got Mail,1998,"$115,821,495","$134,978,505","$250,800,000"
533,Ghost Rider,2007,"$115,802,596","$113,742,993","$229,545,589"
534,Remember the Titans,2000,"$115,654,751","$21,051,932","$136,706,683"
535,District 9,2009,"$115,646,235","$96,807,196","$212,453,431"
536,Unbroken,2014,"$115,637,895","$47,889,929","$163,527,824"
537,"The Karate Kid, Part II",1986,"$115,103,979",$0,"$115,103,979"
538,American Graffiti,1973,"$115,000,000","$25,000,000","$140,000,000"
539,Big,1988,"$114,968,774","$36,700,000","$151,668,774"
540,Fifty Shades Darker,2017,"$114,434,010","$262,426,505","$376,860,515"
541,Dodgeball: A True Underdog Story,2004,"$114,326,736","$53,464,968","$167,791,704"
542,The Village,2004,"$114,197,520","$143,444,114","$257,641,634"
543,Bolt,2008,"$114,053,759","$213,961,450","$328,015,209"
544,Wild Wild West,1999,"$113,805,681","$107,423,654","$221,229,335"
545,Night at the Museum: Secret of the Tomb,2014,"$113,746,621","$242,800,000","$356,546,621"
546,Magic Mike,2012,"$113,721,571","$56,828,182","$170,549,753"
547,The Addams Family,1991,"$113,502,246","$78,000,000","$191,502,246"
548,The Patriot,2000,"$113,330,342","$101,969,658","$215,300,000"
549,Bad Moms,2016,"$113,257,297","$68,200,000","$181,457,297"
550,The Bourne Legacy,2012,"$113,203,870","$167,152,050","$280,355,920"
551,The Pacifier,2005,"$113,006,880","$85,000,000","$198,006,880"
552,Doctor Dolittle 2,2001,"$112,950,721","$63,151,000","$176,101,721"
553,It’s Complicated,2009,"$112,735,375","$111,879,369","$224,614,744"
554,Spy Kids,2001,"$112,692,062","$85,000,000","$197,692,062"
555,Ghostbusters II,1989,"$112,494,738","$103,005,262","$215,500,000"
556,Face/Off,1997,"$112,276,146","$128,923,854","$241,200,000"
557,The Hangover 3,2013,"$112,200,072","$249,800,000","$362,000,072"
558,Twins,1988,"$111,936,388","$104,663,612","$216,600,000"
559,Spy Kids 3-D: Game Over,2003,"$111,760,631","$56,091,364","$167,851,995"
560,Doctor Zhivago,1965,"$111,721,000","$138,493","$111,859,493"
561,Enemy of the State,1998,"$111,549,836","$139,100,000","$250,649,836"
562,The Little Mermaid,1989,"$111,543,479","$110,756,521","$222,300,000"
563,Mr. Peabody & Sherman,2014,"$111,506,430","$158,300,000","$269,806,430"
564,The Last Samurai,2003,"$111,110,575","$345,700,000","$456,810,575"
565,Spy!,2015,"$110,825,712","$122,300,000","$233,125,712"
566,Fun With Dick And Jane,2005,"$110,550,000","$92,468,919","$203,018,919"
567,Valentine's Day,2010,"$110,485,654","$107,083,674","$217,569,328"
568,Tropic Thunder,2008,"$110,461,307","$80,629,943","$191,091,250"
569,The Grudge,2004,"$110,359,362","$76,921,753","$187,281,115"
570,Freaky Friday,2003,"$110,222,438","$50,600,000","$160,822,438"
571,Bedtime Stories,2008,"$110,101,975","$111,366,960","$221,468,935"
572,Trainwreck,2015,"$110,038,130","$30,911,197","$140,949,327"
573,Scary Movie 3,2003,"$110,000,082","$45,199,918","$155,200,000"
574,Creed,2015,"$109,767,581","$63,800,000","$173,567,581"
575,Star Trek IV: The Voyage Home,1986,"$109,713,132","$23,286,868","$133,000,000"
576,Porky's,1982,"$109,492,484",$0,"$109,492,484"
577,The 40 Year-old Virgin,2005,"$109,449,237","$67,894,993","$177,344,230"
578,Crocodile Dundee 2,1988,"$109,306,210","$130,300,000","$239,606,210"
579,Couples Retreat,2009,"$109,205,660","$63,244,763","$172,450,423"
580,One Flew Over the Cuckoo's Nest,1975,"$108,981,275",$0,"$108,981,275"
581,A Time to Kill,1996,"$108,766,007","$43,500,000","$152,266,007"
582,Black Hawk Down,2001,"$108,638,745","$51,052,340","$159,691,085"
583,Terms of Endearment,1983,"$108,423,489",$0,"$108,423,489"
584,Ace Ventura: When Nature Calls,1995,"$108,360,063","$104,039,937","$212,400,000"
585,The Princess Diaries,2001,"$108,244,774","$57,090,000","$165,334,774"
586,Superman II,1981,"$108,185,706",$0,"$108,185,706"
587,Hop,2011,"$108,085,305","$80,572,288","$188,657,593"
588,Pulp Fiction,1994,"$107,928,762","$105,000,000","$212,928,762"
589,Paranormal Activity,2009,"$107,918,810","$86,264,224","$194,183,034"
590,A League of Their Own,1992,"$107,533,925","$24,906,141","$132,440,066"
591,Epic,2013,"$107,518,682","$155,275,759","$262,794,441"
592,Watchmen,2009,"$107,509,799","$76,558,558","$184,068,357"
593,The Angry Birds Movie,2016,"$107,509,366","$245,320,162","$352,829,528"
594,Batman & Robin,1997,"$107,325,195","$130,992,619","$238,317,814"
595,Captain Phillips,2013,"$107,136,417","$113,511,767","$220,648,184"
596,Black Swan,2010,"$106,954,678","$224,312,032","$331,266,710"
597,Analyze This,1999,"$106,885,658","$70,000,000","$176,885,658"
598,Miss Congeniality,2000,"$106,807,667","$106,613,284","$213,420,951"
599,Chicken Run,2000,"$106,793,915","$121,000,000","$227,793,915"
600,Indecent Proposal,1993,"$106,614,059","$159,985,941","$266,600,000"
601,Driving Miss Daisy,1989,"$106,593,296",$0,"$106,593,296"
602,300: Rise of an Empire,2014,"$106,580,051","$224,200,000","$330,780,051"
603,Goldeneye,1995,"$106,429,941","$250,000,000","$356,429,941"
604,Love Story,1970,"$106,397,186","$30,000,000","$136,397,186"
605,Kramer vs. Kramer,1979,"$106,260,000",$0,"$106,260,000"
606,The Italian Job,2003,"$106,126,012","$70,136,827","$176,262,839"
607,How to Lose a Guy in 10 Days,2003,"$105,807,520","$73,083,262","$178,890,782"
608,The First Wives Club,1996,"$105,489,203","$76,000,000","$181,489,203"
609,Robin Hood,2010,"$105,269,730","$216,971,858","$322,241,588"
610,Interview with the Vampire: The Vampire Chronicles,1994,"$105,264,608","$118,300,000","$223,564,608"
611,George Of The Jungle,1997,"$105,263,257","$69,200,000","$174,463,257"
612,Phenomenon,1996,"$104,636,382","$47,400,000","$152,036,382"
613,The Princess and the Frog,2009,"$104,400,899","$166,596,479","$270,997,378"
614,The Graduate,1967,"$104,397,102","$36,841","$104,433,943"
615,The Chronicles of Narnia: The Voyage of the Daw…,2010,"$104,386,950","$313,800,000","$418,186,950"
616,American Wedding,2003,"$104,354,205","$22,070,910","$126,425,115"
617,Every Which Way but Loose,1978,"$104,268,727",$0,"$104,268,727"
618,War for the Planet of the Apes,2017,"$104,160,685","$77,010,402","$181,171,087"
619,Daddy Day Care,2003,"$104,148,781","$60,136,806","$164,285,587"
620,Road to Perdition,2002,"$104,054,514","$79,300,000","$183,354,514"
621,Paranormal Activity 3,2011,"$104,028,807","$98,024,579","$202,053,386"
622,Journey 2: The Mysterious Island,2012,"$103,860,290","$214,285,872","$318,146,162"
623,Dick Tracy,1990,"$103,738,726","$59,000,000","$162,738,726"
624,Rise of the Guardians,2012,"$103,412,758","$203,488,144","$306,900,902"
625,Dreamgirls,2006,"$103,365,956","$52,342,739","$155,708,695"
626,Nine to Five,1980,"$103,290,500",$0,"$103,290,500"
627,Independence Day: Resurgence,2016,"$103,144,286","$284,500,000","$387,644,286"
628,The Expendables,2010,"$103,068,524","$165,199,650","$268,268,174"
629,Scream,1996,"$103,046,663","$70,000,000","$173,046,663"
630,Just Go With It,2011,"$103,028,109","$111,946,844","$214,974,953"
